NAME,A,PER,R,MASS
Kepler-613 b,0.122297,15.77979614,0.204,0.0173469
Kepler-1011 b,0.0608921,5.75322197,0.256,0.0247111
Kepler-1536 b,0.891311,364.758031,0.28,0.0293826
Kepler-726 b,0.146374,21.80451088,0.291,0.0318486
Kepler-1400 b,0.0799721,9.06689421,0.145,0.0120821
Kepler-896 b,0.508596,144.547396,0.226,0.0200617
Kepler-228 c,0.050414,4.134444,0.240878,0.0222169
Kepler-23 c,0.0986522,10.7421,0.28523,0.0305282
Kepler-823 b,0.050347,4.16809082,0.14,0.0117248
Kepler-1490 b,0.386292,92.4362973,0.271,0.0275214
Kepler-378 b,0.124744,16.092361,0.0669105,0.00105258
Kepler-760 b,0.0796567,8.70419416,0.273,0.0279233
Kepler-1558 b,0.0424359,3.50470358,0.061,0.000761911
Kepler-1618 b,0.0733316,6.10826019,0.112,0.00648186
Kepler-343 c,0.159296,23.22182,0.180212,0.0149351
Kepler-42 b,0.0112809,1.2137672,0.0695249,0.0012042
Kepler-593 b,0.153888,21.21708973,0.256,0.0247111
Kepler-212 b,0.125596,16.257582,0.0972433,0.00396389
Kepler-296 c,0.063479,5.841648,0.19181,0.0160511
Kepler-1482 b,0.0996817,12.25383217,0.09,0.0030088
Kepler-157 d,0,7.02573474,0.13,0.0107116
Kepler-1004 b,0.0615039,5.28789787,0.56,0.145803
Kepler-356 b,0.0542304,4.612696,0.140066,0.0117295
Kepler-968 b,0.0426707,3.69298373,0.178,0.0147338
HAT-P-13 b,0.0426946,2.91625,1.281,0.85708
Kepler-244 b,0.0518456,4.311792,0.246231,0.0230631
Kepler-448 b,0.151393,17.8552333,1.43,0
Kepler-9 b,0.140548,19.243158,0.842,0.248945
Kepler-1070 b,0.0705457,6.2216147,0.154,0.0127496
Kepler-1087 b,0.0151311,0.69384285,0.054,0.000499273
Kepler-1071 b,0.0626755,6.1799844,0.212,0.0182743
Kepler-1432 b,0.167165,23.9109011,0.198,0.0166923
Kepler-1422 b,0.143967,18.6051942,0.18,0.0149156
Kepler-1388 e,0.188407,37.6327084,0.219,0.0191406
Kepler-934 b,0.265992,55.6738309,0.186,0.0154788
Kepler-31 d,0.386163,87.648901,0.406816,0.0685925
Kepler-399 d,0.293358,58.034616,0.168615,0.0139171
Kepler-215 c,0.117265,14.667108,0.157909,0.0130508
Kepler-108 b,0.262717,49.183921,0.771701,0.268526
Kepler-742 b,0.0735719,8.36086824,0.289,0.0313841
Kepler-1050 c,0.153931,21.1284569,0.132,0.0112658
Kepler-1298 b,0.0820438,7.12811928,0.117,0.00752338
Kepler-1297 b,0.0275857,1.68189002,0.087,0.00266535
Kepler-1613 b,0.0265264,1.5184299,0.186,0.0154788
Kepler-903 c,0.30753,62.9228557,0.226,0.0200617
Kepler-348 c,0.130735,17.265427,0.118655,0.00789025
Kepler-1543 b,0.0796733,6.96710269,0.242,0.0223911
Kepler-124 b,0.0443423,3.410493,0.0651262,0.000957504
Kepler-185 c,0.147681,20.729042,0.180212,0.0149351
Kepler-191 c,0.133112,17.738506,0.165938,0.0136944
Kepler-111 b,0.043745,3.341815,0.140958,0.0117926
Kepler-673 b,0.0450964,3.72873109,0.583,0.165168
Kepler-965 b,0.521537,134.2527298,0.302,0.0345375
Kepler-1295 b,0.0464624,3.81371974,0.138,0.0115843
Kepler-968 c,0.0570521,5.70940492,0.151,0.0125233
Kepler-235 b,0.0437311,3.340222,0.198947,0.0167934
Kepler-1436 b,0.0907946,9.705716,0.117,0.00752338
Kepler-48 c,0.0851485,9.67395,0.24177,0.045968
Kepler-114 b,0.0586548,5.188549,0.11241,0.00656354
Kepler-60 d,0.105629,11.9016171,0.227293,0.0202381
Kepler-741 b,0.0755268,7.03902374,0.265,0.0263549
CoRoT-29 b,0.0389589,2.85057,0.9,0.85
Kepler-868 b,0.0560993,5.03251791,0.183,0.0151938
Kepler-14 b,0.0806879,6.790123,1.136,8.40643
Kepler-234 c,0.0730543,7.21205,0.313141,0.0375018
Kepler-1308 b,0.0226485,2.10433812,0.046,0.000287933
Kepler-1302 b,0.0795638,8.83922659,0.128,0.0101747
CoRoT-13 b,0.051069,4.03519,0.885,1.31099
HAT-P-34 b,0.0677467,5.452654,1.197,3.334
Kepler-654 b,0.113663,13.72465129,0.185,0.015383
Kepler-421 b,1.43442,704.1984,0.379,0.0592807
Kepler-1241 b,0.12941,18.5525701,0.235,0.0213319
Kepler-31 b,0.158038,20.8613,0.383278,0.0606674
Kepler-85 c,0.102591,12.513,0.194,0.0162741
Kepler-1198 b,0.0743912,7.6847716,0.131,0.0109866
Kepler-1139 b,0.016702,0.81316672,0.106,0.0053608
Kepler-219 d,0.258138,47.903645,0.250691,0.0237984
Kepler-1206 b,0.0207092,1.21699766,0.146,0.0121546
Kepler-431 b,0.0718902,6.803,0.0696,0.00120877
Kepler-1531 b,0.0224212,1.13854338,0.099,0.00422224
Kepler-248 c,0.125503,16.239494,0.363101,0.0541479
Kepler-481 b,0.0915102,10.06082567,0.223,0.01966
Kepler-1275 b,0.0497719,3.65691115,0.132,0.0112658
Kepler-283 c,0.400986,92.743711,0.16237,0.013404
HAT-P-30 b,0.0419042,2.810595,1.34,0.711088
Kepler-430 c,0.4757,110.979,0.156,0.0129028
Kepler-1360 b,0.264915,40.5286413,0.303,0.0347934
Kepler-901 b,0.0379647,3.51749439,0.122,0.00866602
Kepler-251 d,0.189511,30.133001,0.247123,0.0232079
Kepler-234 b,0.0380552,2.711506,0.330092,0.0425085
Kepler-37 b,0.102457,13.367308,0.0270078,0.00958673
Kepler-392 c,0.0933838,10.423118,0.0981354,0.00409374
Kepler-1619 b,0.161123,23.6225913,0.068,0.00111394
Kepler-1473 b,0.119364,14.4273551,0.106,0.0053608
HAT-P-28 b,0.0433674,3.257215,1.212,0.627833
Kepler-474 b,0.0619532,5.66067294,0.273,0.0279233
Kepler-349 c,0.103986,12.247629,0.174859,0.014454
Kepler-553 c,0.905726,328.2399546,0.999,0.862662
Kepler-331 d,0.197812,32.134328,0.146311,0.0121773
WTS-2 b,0.0185537,1.0187074,1.3,1.12
Kepler-362 c,0.220686,37.866281,0.12936,0.010538
Kepler-1147 b,0.0973596,10.62784997,0.233,0.0210409
Kepler-186 e,0.121623,22.407793,0.113201,0.00672298
Kepler-321 c,0.108723,13.093921,0.206977,0.0176845
Kepler-1083 b,0.189272,33.4177993,0.3,0.0340314
Kepler-376 c,0.114613,14.172327,0.159693,0.0131908
Kepler-1589 b,0.0205657,0.99166527,0.097,0.00392895
Kepler-873 b,0.155175,20.5533844,0.335,0.0440759
WASP-58 b,0.0562022,5.01718,1.37,0.891379
Kepler-506 b,0.0750455,6.8834055,0.244,0.0227057
Kepler-1571 b,0.0472783,3.38555488,0.136,0.0124263
Kepler-543 b,0.100456,13.89961966,0.223,0.01966
Kepler-1535 b,0.538652,138.9442,0.227,0.0201979
Kepler-1030 b,0.130853,19.32952416,0.221,0.019398
Kepler-244 c,0.0894244,9.767292,0.182889,0.0151834
Kepler-245 e,0.0396148,3.21982106,0.156,0.0129028
Kepler-1067 b,0.0160522,0.76212926,0.071,0.00129651
Kepler-354 b,0.0608066,5.47666,0.164154,0.0135483
Kepler-1203 b,0.0118373,0.58800076,0.095,0.00364938
Kepler-278 b,0.189627,30.160546,0.363101,0.0541479
Kepler-809 b,0.284276,55.63934,0.269,0.0271261
Kepler-1468 b,0.0808904,8.23984869,0.154,0.0127496
Kepler-1368 b,0.0154128,0.67564949,0.147,0.0122275
Kepler-183 b,0.0623606,5.687945,0.183781,0.0152673
Kepler-1392 b,0.114781,15.1410397,0.175,0.0144664
Kepler-1556 b,0.0827454,8.82713457,0.175,0.0144664
Kepler-944 b,0.22955,43.3167737,0.235,0.0213319
Kepler-1110 b,0.0801106,9.69312032,0.237,0.021628
Kepler-210 c,0.0781034,7.972513,0.322955,0.0403249
Kepler-437 b,0.286604,66.65062,0.19092,0.0159616
Kepler-184 d,0.184825,29.022358,0.222143,0.0195472
Kepler-1164 b,0.0465276,3.97599768,0.1,0.00437411
Kepler-958 b,0.0866604,9.7678805,0.184,0.015288
Kepler-20 c,0.0930411,10.854092,0.273643,0.0495058
Kepler-712 c,0.686927,226.89047,0.433,0.0779976
Kepler-47 b,0.267621,49.514,0.265621,0.026473
Kepler-580 b,0.069764,8.22241966,0.229,0.020474
Kepler-296 b,0.0461525,3.621457,0.0838612,0.00233796
Kepler-755 b,0.021472,1.26909037,0.157,0.0129801
Kepler-402 b,0.0495511,4.028751,0.108841,0.00587447
Kepler-260 b,0.0795006,8.187399,0.17932,0.0148535
Kepler-255 c,0.0905121,9.946047,0.26675,0.0266892
Kepler-750 b,0.0915122,9.42887179,0.274,0.0281267
Kepler-1221 b,0.0979318,12.00096042,0.168,0.0138656
Kepler-62 f,0.717595,267.291,0.12568,0
Kepler-1160 b,0.0759488,7.97034958,0.191,0.0159697
HATS-5 b,0.0542014,4.763387,0.912,0.237663
Kepler-60 c,0.0871504,8.9193459,0.220162,0.0192896
Kepler-1031 b,0.0230742,1.22621732,0.078,0.0018073
Kepler-523 b,0.0619218,5.83598311,0.175,0.0144664
Kepler-395 c,0.209361,34.989262,0.117763,0.00769114
Kepler-1550 b,0.741774,225.582809,0.269,0.0271261
Kepler-431 c,0.0847193,8.703,0.0609,0.00075757
Kepler-887 c,0.0804377,7.63846023,0.101,0.00452953
Kepler-233 c,0.301339,60.418955,0.24177,0.0223552
Kepler-1301 b,0.080701,9.08237046,0.125,0.00940137
Kepler-1350 c,0.0234342,1.76678906,0.154,0.0127496
Kepler-327 d,0.113517,13.969457,0.15434,0.0127755
HAT-P-31 b,0.0611921,5.005425,1.07,2.16904
Kepler-878 b,0.159872,25.9422033,0.172,0.014205
OGLE-TR-113 b,0.0228946,1.4324757,1.093,1.26
Kepler-356 c,0.108876,13.121632,0.161477,0.0133325
Kepler-41 b,0.0289537,1.855558,0.841,0.493545
Kepler-798 b,0.118853,13.71933369,0.213,0.0183949
Kepler-825 b,0.047906,3.77360059,0.136,0.0124263
Kepler-473 b,0.118968,14.55731705,0.364,0.0545024
Kepler-270 b,0.0995717,11.476094,0.17932,0.0148535
Kepler-1307 b,0.137136,18.01621096,0.22,0.0192688
Kepler-1573 b,0.0372774,2.6157554,0.107,0.00553813
Kepler-590 b,0.0656127,5.85296257,0.359,0.0525568
Kepler-1220 b,0.0744983,7.42693741,0.136,0.0124263
Kepler-849 b,1.12814,394.6244904,0.637,0.149499
Kepler-438 b,0.171702,35.23319,0.0999205,0.00436191
Kepler-1315 b,0.0162176,0.84338011,0.123,0.00890695
Kepler-1413 b,0.103048,13.1829642,0.162,0.0133743
Kepler-1604 b,0.0141581,0.68368426,0.126,0.00965491
Kepler-1471 b,0.0455165,3.63899398,0.126,0.00965491
Kepler-1445 b,0.0983673,10.60052251,0.086,0.00255759
Kepler-1020 b,0.394192,96.9151496,0.203,0.0172355
Kepler-572 b,0.122576,17.20523483,0.23,0.0206139
Kepler-1598 b,0.0532751,4.34195123,0.085,0.00245309
Kepler-1187 b,0.141438,18.87064068,0.233,0.0210409
Kepler-949 b,0.0795658,8.6893073,0.26,0.0254263
Kepler-608 b,0.06755,6.41251504,0.325,0.0409391
Kepler-85 b,0.0780663,8.306,0.176,0.0145548
Kepler-880 b,0.0866835,7.71468975,0.237,0.021628
Kepler-1343 b,0.0430893,3.35183158,0.172,0.014205
Kepler-575 b,0.0861587,9.37891944,0.213,0.0183949
Kepler-313 c,0.198382,32.273273,0.22928,0.0205131
Kepler-199 b,0.161192,23.637604,0.277456,0.0288426
Kepler-172 b,0.0401669,2.940309,0.209653,0.0179955
Kepler-223 d,0.117913,14.788759,0.265858,0.0265182
Kepler-431 d,0.104497,11.922,0.101,0.00452953
Kepler-917 b,0.0375418,2.97041437,0.17,0.014034
Kepler-1072 b,0.028082,1.5690665,0.141,0.0117956
Kepler-360 b,0.0432887,3.289672,0.147203,0.0122424
Kepler-1212 b,0.111358,12.94130146,0.191,0.0159697
Kepler-246 b,0.0541452,4.60182,0.208761,0.0178911
Kepler-347 b,0.10708,12.79836,0.175752,0.0145328
Kepler-217 c,0.0820605,8.586004,0.165046,0.0136211
Kepler-1590 b,0.0784501,7.61760804,0.102,0.00468851
Kepler-1498 b,0.245986,48.051405,0.119,0.00796813
Kepler-401 c,0.256031,47.318218,0.19181,0.0160511
Kepler-299 c,0.0708347,6.885875,0.236417,0.0215411
Kepler-1176 b,0.164164,24.1738579,0.219,0.0191406
HAT-P-57 b,0.0406092,2.465295,1.412,1
Kepler-525 b,0.135465,18.68404933,0.235,0.0213319
Kepler-112 b,0.080928,8.408878,0.210545,0.0181008
Kepler-1326 b,0.269138,42.3514267,0.373,0.0573636
Kepler-748 b,0.076064,7.40742793,0.225,0.0199266
Kepler-155 c,0.27496,52.661793,0.199839,0.0168894
Kepler-271 c,0.0743912,7.410935,0.089214,0.00291583
Kepler-961 b,0.127028,16.87727414,0.227,0.0201979
Kepler-241 c,0.213635,36.065978,0.22928,0.0205131
Kepler-492 b,0.0989169,11.72012266,0.856,0.643816
WASP-77 A b,0.0240531,1.3600309,1.21,1.75921
Kepler-164 c,0.0964797,10.945723,0.243554,0.022635
Kepler-371 b,0.208459,34.763278,0.168615,0.0139171
Kepler-548 b,0.0517147,4.45419434,1.07,1
55 Cnc e,0.0154393,0.736546,0.185565,0.0263671
Kepler-1254 d,0.0576676,5.72717226,0.117,0.00752338
KOI-13 b,0.0342279,1.76358799,1.406,6.515
Kepler-1017 b,0.0714529,7.23400469,0.178,0.0147338
Kepler-1100 b,0.0720524,6.42200058,0.156,0.0129028
Kepler-1050 b,0.124555,15.3787546,0.143,0.0119381
Kepler-1460 b,0.167635,29.9633247,0.175,0.0144664
Kepler-1310 b,0.0146558,0.67933627,0.128,0.0101747
Kepler-178 d,0.412251,96.678988,0.352395,0.0500833
Kepler-1371 c,0.0297109,2.00541269,0.057,0.000601957
Kepler-1090 b,0.633688,198.680179,0.201,0.0170154
Kepler-312 b,0.0286627,1.772419,0.115086,0.00711292
Kepler-164 b,0.0574921,5.03503,0.125792,0.00960182
Kepler-1557 b,0.0488263,3.74032496,0.136,0.0124263
Kepler-341 b,0.0587074,5.195528,0.105273,0.00523423
Kepler-311 c,0.142937,19.738286,0.127576,0.0100631
Kepler-1509 b,0.169257,25.4338197,0.165,0.0136174
WASP-8 b,0.080153,8.158715,1.038,2.13797
Kepler-154 c,0.307572,62.303276,0.263181,0.0260126
Kepler-334 c,0.106855,12.758005,0.127576,0.0100631
Kepler-911 b,0.160616,20.310501,0.232,0.0208973
Kepler-372 c,0.144457,20.053763,0.186457,0.0155228
Kepler-127 b,0.11603,14.435889,0.1249,0.00937625
Kepler-27 b,0.10464,15.3348,0.356538,0.051622
Kepler-210 b,0.0355986,2.453234,0.262289,0.0258466
Kepler-40 b,0.0806644,6.87349,1.17,2.17684
Kepler-171 c,0.0994986,11.463462,0.228388,0.020389
Kepler-298 c,0.157953,22.92881,0.172183,0.0142208
Kepler-331 c,0.130814,17.28111,0.164154,0.0135483
Kepler-1538 b,0.618691,175.138819,0.252,0.0240196
Kepler-576 b,0.18795,29.91136794,0.292,0.0320836
Kepler-479 b,0.100206,12.49341307,0.189,0.0157709
Kepler-915 b,0.0576393,4.59489604,0.134,0.0118373
Kepler-133 b,0.0791285,8.129976,0.157017,0.0129814
Kepler-1185 b,0.427921,104.3518976,0.119,0.00796813
Kepler-788 b,0.0849622,8.39846269,0.227,0.0201979
WASP-89 b,0.0427555,3.3564227,1.04,5.82191
HAT-P-39 b,0.0509456,3.54387,1.571,0.599196
WASP-26 b,0.0399686,2.7566,1.32,1.01746
Kepler-751 b,0.125668,17.44490636,0.219,0.0191406
WASP-71 b,0.0463361,2.9036747,1.5,2.242
Kepler-312 c,0.142982,19.747412,0.281024,0.0296032
OGLE-TR-56 b,0.0238308,1.211909,1.363,1.39
Kepler-697 b,0.0456151,3.70987065,0.368,0.0557908
Kepler-826 b,0.0541184,4.48758907,0.112,0.00648186
Kepler-235 c,0.0771364,7.824904,0.114194,0.00692663
Kepler-1591 b,0.0820512,8.18504949,0.113,0.00668223
Kepler-146 c,0.353393,76.732171,0.27924,0.0292202
Kepler-1633 b,0.678637,186.404271,0.141,0.0117956
Kepler-903 b,0.0923273,10.3507721,0.179,0.0148244
Kepler-372 d,0.189342,30.092568,0.150772,0.0125062
Kepler-156 b,0.0570224,4.973456,0.205192,0.0174811
Kepler-393 c,0.11698,14.613612,0.118655,0.00789025
Kepler-136 c,0.126325,16.399235,0.177536,0.014692
Kepler-1353 b,0.151698,24.7543966,0.161,0.0132944
Kepler-436 b,0.281824,64.00205,0.243556,0.0226353
Kepler-1595 b,0.0508063,4.56380468,0.11,0.00609283
Kepler-1593 b,0.569703,174.509835,0.283,0.0300338
WASP-82 b,0.0448251,2.705785,1.67,1.25
Kepler-1219 b,0.134445,16.10467749,0.189,0.0157709
Kepler-737 b,0.146229,28.59915399,0.175,0.0144664
Kepler-948 b,0.0757275,7.76846622,0.165,0.0136174
Kepler-1021 b,0.106598,13.47469571,0.208,0.0178026
Kepler-866 b,0.0337676,2.61703254,0.145,0.0120821
Kepler-497 b,0.0470747,3.57320367,0.539,0.122459
Kepler-1344 b,0.0570591,4.7683049,0.164,0.0135358
Kepler-1388 d,0.127527,20.9568158,0.255,0.024536
Kepler-144 b,0.0637947,5.885273,0.118655,0.00789025
Kepler-1253 b,0.325551,68.8861915,0.119,0.00796813
Kepler-208 d,0.09757,11.131786,0.107057,0.00554835
Kepler-286 e,0.185669,29.221289,0.157909,0.0130508
Kepler-351 b,0.217522,37.054919,0.272995,0.0279223
Kepler-755 c,0.036849,2.85313364,0.112,0.00648186
Kepler-1578 b,0.0242164,1.45088691,0.093,0.00338324
Kepler-89 d,0.173437,23.342989,1.027,0.163924
Kepler-387 b,0.0701869,6.791636,0.0918904,0.00324127
Kepler-854 b,0.0342955,2.14463285,1.492,1
HAT-P-9 b,0.0528645,3.92289,1.4,0.776601
Kepler-33 e,0.213825,31.7844,0.358929,0.0525296
Kepler-1527 b,0.614964,160.129918,0.426,0.0754224
Kepler-1093 b,0.174668,25.0824626,0.174,0.0143786
Kepler-1024 b,0.299193,66.4162133,0.349,0.048854
Kepler-1271 b,0.0426422,3.0255955,0.132,0.0112658
Kepler-216 c,0.131447,17.406669,0.271211,0.0275635
Kepler-365 c,0.13334,17.784129,0.146311,0.0121773
Kepler-1488 b,0.231951,39.8189932,0.166,0.0136995
Kepler-19 b,0.0845828,9.2869944,0.197074,0.0165942
Kepler-130 b,0.0812393,8.457458,0.0909983,0.00313003
Kepler-160 c,0.112047,13.699087,0.322063,0.0400599
Kepler-598 b,0.0447079,3.70175428,0.134,0.0118373
Kepler-207 c,0.0413536,3.071571,0.133821,0.0117855
Kepler-284 b,0.106526,12.699149,0.199839,0.0168894
Kepler-326 b,0.0335877,2.248329,0.135605,0.0123086
Kepler-1391 b,0.283792,54.4092333,0.15,0.0124487
Kepler-1516 b,0.0743387,7.25931979,0.156,0.0129028
Kepler-969 b,0.200444,34.1731714,0.185,0.015383
Kepler-200 c,0.0921796,10.222157,0.14185,0.011856
Kepler-95 b,0.102439,11.5231,0.305112,0.0409024
Kepler-1444 b,0.205066,33.42035034,0.194,0.0162741
Kepler-280 c,0.0557436,4.807091,0.17932,0.0148535
KIC 11442793 e,0.423643,91.93913,0.237,0.021628
Kepler-829 b,0.0703422,6.88337562,0.188,0.0156727
Kepler-249 d,0.120974,15.368459,0.140066,0.0117295
Kepler-812 b,0.103618,10.11716531,0.317,0.0385876
Kepler-1242 b,0.102343,13.62798432,0.202,0.017125
WASP-60 b,0.0531121,4.3050011,0.86,0.512143
Kepler-904 b,0.0429791,3.02166863,0.158,0.0130579
Kepler-1113 b,0.246742,42.3004954,0.251,0.0238504
Kepler-99 b,0.0500668,4.60358,0.132037,0.01935
Kepler-1394 b,0.0575502,3.93766373,0.124,0.00915206
Kepler-752 b,0.132223,18.82747265,0.251,0.0238504
Kepler-125 c,0.0629914,5.774464,0.0660184,0.00100422
Kepler-996 b,0.0487927,3.77059058,0.177,0.014644
Kepler-588 b,0.0512901,4.22162536,0.235,0.0213319
Kepler-1454 b,0.246197,47.0319479,0.168,0.0138656
Kepler-319 c,0.0712147,6.941357,0.234633,0.0212781
Kepler-1143 c,0.645826,210.630591,0.321,0.0397462
Kepler-153 b,0.138715,18.870227,0.260505,0.0255184
Kepler-1642 c,0.0663298,6.6513802,0.237,0.021628
Kepler-1336 b,0.15594,23.198681,0.177,0.014644
Kepler-539 b,0.498966,125.63243,0.747,0.241296
Kepler-929 b,0.0185879,0.92103214,0.099,0.00422224
Kepler-238 d,0.109494,13.233549,0.273887,0.0281036
Kepler-845 b,0.0172109,0.92785982,0.182,0.0151003
Kepler-1245 c,0.0381652,2.93658468,0.128,0.0101747
Kepler-153 c,0.254528,46.90232,0.225711,0.0200225
Kepler-574 b,0.0747518,7.65880414,0.213,0.0183949
Kepler-865 b,0.11183,14.16399294,0.222,0.0195285
Kepler-295 c,0.151444,21.526258,0.10438,0.00508144
HAT-P-15 b,0.0964692,10.863502,1.072,1.95154
Kepler-24 e,0.139343,18.998355,0.248015,0.0233538
HD 209458 b,0.047235,3.52474859,1.359,0.689646
Kepler-729 b,0.0413386,3.16635371,0.319,0.0391627
K2-3 d,0.207594,44.5631,0.139,0.0116544
Kepler-898 b,0.0551696,5.8706191,0.133,0.0115494
Kepler-1481 b,0.0596031,5.94220998,0.11,0.00609283
Kepler-82 c,0.256743,51.538,0.477,0.095206
Kepler-1143 b,0.0370047,2.88890485,0.149,0.0123746
Kepler-1617 b,0.18671,27.4785572,0.107,0.00553813
WASP-61 b,0.0514489,3.8559,1.24,2.05491
Kepler-58 b,0.0905953,10.2184954,0.247794,0.0233176
Kepler-606 b,0.17109,24.31575992,0.295,0.0327999
Kepler-686 b,0.0261684,1.59474546,1.084,1
Kepler-487 b,0.117181,15.3587684,1.019,1
Kepler-957 b,0.0596165,5.90741354,0.491,0.101052
Kepler-1099 b,0.0328963,2.16845259,0.252,0.0240196
Kepler-379 b,0.144671,20.09838,0.148095,0.0123078
Kepler-376 b,0.0566146,4.920199,0.095459,0.00371234
Kepler-166 d,0,1.55400393,0.154,0.0127496
Kepler-1345 b,0.270063,44.6169557,0.211,0.0181548
Kepler-1325 b,0.20001,33.8786838,0.255,0.024536
Kepler-1624 b,0.0343627,3.29030452,0.509,0.108832
Kepler-1086 c,0.515367,161.5163345,0.262,0.0257931
Kepler-662 b,0.140653,21.67697486,0.194,0.0162741
Kepler-225 b,0.0698236,6.738975,0.107057,0.00554835
CoRoT-17 b,0.0480499,3.7681,1.02,2.46001
Kepler-444 d,0.0601536,6.189392,0.0483,0.000340205
Kepler-1058 b,0.406917,110.96546,0.243,0.0225477
Kepler-892 b,0.102064,13.7521072,0.251,0.0238504
Kepler-444 e,0.0698427,7.743493,0.0498,0.000377818
Kepler-1243 b,0.126801,16.8320729,0.156,0.0129028
Kepler-635 b,0.176326,23.44971004,0.236,0.0214793
Kepler-890 b,0.283321,52.75875577,0.793,0.294675
Kepler-959 b,0.137986,14.80074836,0.391,0.0632121
Kepler-945 b,0.191192,31.0033814,0.235,0.0213319
Kepler-1303 b,0.0756444,7.56127224,0.127,0.00991268
WASP-31 b,0.0466223,3.405909,1.537,0.479329
Kepler-1496 b,0.33316,64.6588017,0.198,0.0166923
Kepler-1118 b,0.220779,38.6715075,0.244,0.0227057
Kepler-1286 b,0.098283,11.25402929,0.192,0.0160703
Kepler-102 d,0.0860714,10.3117,0.105263,0.00574989
Kepler-164 d,0.184674,28.986769,0.218574,0.0190864
WASP-101 b,0.0505526,3.585722,1.41,0.5
Kepler-1395 b,0.050083,3.78470649,0.071,0.00129651
Kepler-199 c,0.323142,67.093408,0.289946,0.0316029
Kepler-344 b,0.15349,21.963945,0.232849,0.0210192
Kepler-132 b,0.0658943,6.178196,0.107949,0.0057099
Kepler-250 d,0.132661,17.648312,0.194487,0.0163243
Kepler-256 d,0.0634611,5.839172,0.221251,0.0194307
Kepler-187 b,0.0567577,4.938864,0.125792,0.00960182
Kepler-991 b,0.31971,82.5342519,0.227,0.0201979
Kepler-374 d,0.0574402,5.028219,0.11687,0.00749504
Kepler-563 b,0.143439,22.18432708,0.276,0.0285386
Kepler-1119 b,0.0832447,8.3265153,0.171,0.0141192
Kepler-383 c,0.193962,31.200751,0.110625,0.00621274
Kepler-1630 b,1.08768,509.997402,0.195,0.0163773
Kepler-295 b,0.106224,12.645164,0.108841,0.00587447
Kepler-171 d,0.227355,39.595519,0.168615,0.0139171
Kepler-304 e,0.0237976,1.49914695,0.107,0.00553813
Kepler-287 b,0.145838,20.342199,0.207869,0.0177874
Kepler-1065 b,0.0451092,3.60930891,0.333,0.0434306
WASP-36 b,0.0262601,1.5373653,1.269,2.26929
Kepler-1358 b,0.0674338,7.06317341,0.1,0.00437411
Kepler-213 c,0.0558662,4.822962,0.208761,0.0178911
Kepler-268 b,0.17147,25.934138,0.227496,0.0202659
Kepler-532 b,0.102896,12.92491623,0.229,0.020474
Kepler-430 b,0.224449,35.968,0.296,0.0330424
Kepler-204 b,0.115842,14.400974,0.225711,0.0200225
Kepler-149 c,0.284166,55.328328,0.143635,0.0119837
Kepler-1371 b,0.0426259,3.4462039,0.065,0.000951027
Kepler-1120 b,0.0370474,2.94902905,0.123,0.00890695
Kepler-1597 b,0.0433296,2.94654179,0.095,0.00364938
HAT-P-6 b,0.0523738,3.852985,1.33,1.05957
Kepler-35 b,0.48628,131.458,0.728,0.127011
Kepler-1581 b,0.0692091,6.28385491,0.071,0.00129651
Kepler-397 b,0.154824,22.250949,0.219467,0.0192003
Kepler-129 c,0.369989,82.20017,0.227496,0.0202659
Kepler-398 c,0.0992436,11.419412,0.0901062,0.00302153
Kepler-551 b,0.0907073,12.3764661,0.244,0.0227057
Kepler-850 b,0.0743561,7.19303878,0.159,0.0131362
Kepler-211 b,0.0504476,4.138575,0.11241,0.00656354
Kepler-242 b,0.0796077,8.20395,0.232849,0.0210192
Kepler-138 b,0.074609,10.312364,0.047,0.00021
Kepler-389 b,0.0428881,3.244107,0.134713,0.0120453
Kepler-611 b,0.0355594,2.4370333,0.147,0.0122275
Kepler-951 b,0.309084,71.52530845,0.499,0.104473
Qatar-1 b,0.0234308,1.420033,1.164,1.08979
Kepler-794 b,0.103391,11.13125132,0.188,0.0156727
Kepler-597 b,0.107239,13.02365861,0.211,0.0181548
Kepler-1433 b,0.0526772,4.13592271,0.139,0.0116544
Kepler-194 b,0.032015,2.092281,0.134713,0.0120453
Kepler-1121 b,0.1187,13.15141081,0.17,0.014034
Kepler-221 d,0.0910907,10.04156,0.243554,0.022635
Kepler-338 d,0.245507,44.431014,0.267642,0.0268614
Kepler-1575 b,0.0359389,2.55314213,0.117,0.00752338
Kepler-535 b,0.059689,4.90332155,0.211,0.0181548
Kepler-32 e,0.0323795,2.896,0.133702,0.0117511
Kepler-146 b,0.193788,31.158799,0.330984,0.0427893
Kepler-11 f,0.250413,46.6888,0.221888,0.00723031
Kepler-1152 b,0.0223609,1.64680191,0.078,0.0018073
Kepler-176 c,0.106865,12.759712,0.231956,0.0208911
KIC 11442793 d,0.307074,56.73667,0.256,0.0247111
Kepler-714 b,0.0812267,8.09888799,0.863,0.667539
Kepler-1236 b,0.183885,31.0571618,0.191,0.0159697
Kepler-442 b,0.386141,112.3053,0.119548,0.00809285
Kepler-1193 b,0.0401985,2.83265213,0.118,0.00774372
Kepler-1262 b,0.0823755,8.67900242,0.162,0.0133743
Kepler-251 b,0.0556186,4.790936,0.118655,0.00789025
Kepler-292 c,0.0469467,3.715335,0.131145,0.0110268
Kepler-1367 b,0.0225817,1.57409027,0.082,0.00215846
