NAME,A,PER,R,MASS
Kepler-357 c,0.128672,16.85837,0.238201,0.0218083
Kepler-861 b,0.0457701,3.94963138,0.203,0.0172355
Kepler-1258 b,0.0193089,0.98494017,0.077,0.00172655
TRAPPIST-1 c,0.0152078,2.421848,0.0929141,0.00337211
Kepler-552 b,0.0598041,5.26341577,0.352,0.0499388
Kepler-1441 b,0.226767,39.4419839,0.117,0.00752338
Kepler-1341 b,0.471386,132.9968322,0.267,0.0267373
Kepler-738 b,0.157366,24.58721573,0.223,0.01966
WASP-42 b,0.0547344,4.9816877,1.063,0.496968
Kepler-1612 b,0.047981,3.91795101,0.092,0.00325512
Kepler-885 b,0.143843,18.11472949,0.223,0.01966
Kepler-53 d,0.0893308,9.751962,0.189134,0.0157841
Kepler-48 b,0.0532027,4.778,0.17133,0.0123966
Kepler-1614 b,0.045182,3.9466141,0.133,0.0115494
HAT-P-41 b,0.0425775,2.694047,1.685,0.800254
Kepler-1493 b,0.121485,15.0217983,0.126,0.00965491
Kepler-42 c,0.00585017,0.45328509,0.0650682,0.000954523
Kepler-1492 b,0.117442,16.75255007,0.133,0.0115494
Kepler-1461 b,0.17214,29.3494775,0.181,0.0150076
Kepler-846 b,0.140349,19.80792185,0.221,0.019398
Kepler-275 d,0.212092,35.676062,0.297083,0.0333072
Kepler-52 b,0.0630945,7.8773565,0.187182,0.015593
Kepler-1561 b,0.0200865,1.00520701,0.097,0.00392895
OGLE-TR-10 b,0.0434856,3.10129,1.25,0.62
Kepler-370 b,0.0539702,4.57953,0.14185,0.011856
Kepler-601 b,0.0569124,5.37886844,0.17,0.014034
Kepler-1179 b,0.0356726,2.68505749,0.118,0.00774372
Kepler-930 b,0.36301,71.4517775,0.19,0.0158698
Kepler-1073 b,0.0826512,8.67888593,0.205,0.0174594
HAT-P-2 b,0.0679088,5.6334729,1.157,8.87065
HAT-P-24 b,0.0465021,3.35524,1.242,0.685857
Kepler-758 c,0.0581708,4.75793986,0.151,0.0125233
Kepler-422 b,0.0812822,7.8914483,1.15,1
Kepler-124 c,0.112713,13.821375,0.156125,0.0129124
Kepler-1081 b,0.0461241,3.85691855,0.09,0.0030088
Kepler-1539 b,0.481868,133.3036741,0.241,0.0222358
Kepler-1458 b,0.254946,47.9872764,0.246,0.0230257
Kepler-184 c,0.145651,20.303005,0.175752,0.0145328
Kepler-318 b,0.0546218,4.662715,0.420198,0.0733215
KELT-7 b,0.0441609,2.7347749,1.533,1.28
Kepler-1321 c,0.0271739,2.22649109,0.214,0.0185165
Kepler-1311 c,0.036989,2.53573424,0.109,0.00590412
Kepler-1260 b,0.142675,19.1187753,0.158,0.0130579
Kepler-20 f,0.137859,19.57706,0.0918085,0.00323095
Kepler-198 b,0.13337,17.790037,0.251584,0.0239491
Kepler-808 b,0.0131437,0.63133235,0.13,0.0107116
Kepler-216 b,0.0762713,7.693641,0.209653,0.0179955
Kepler-292 d,0.0719945,7.055679,0.198947,0.0167934
Kepler-53 b,0.136705,18.6489525,0.257599,0.0249941
Kepler-11 b,0.0914497,10.3039,0.1604,0.00597804
Kepler-69 b,0.104565,13.722341,0.199661,0.0168702
Kepler-27 c,0.168484,31.3309,0.436759,0.0793989
Kepler-1434 b,0.0894052,8.05333618,0.099,0.00422224
Kepler-221 c,0.0623799,5.690586,0.261397,0.0256819
WASP-97 b,0.0330527,2.07276,1.13,1.32
Kepler-7 b,0.0622369,4.885525,1.478,0.437758
Kepler-486 b,0.176071,30.36044667,0.981,0.7621
WASP-24 b,0.0365155,2.3412127,1.3,1.091
HAT-P-29 b,0.0666842,5.723186,1.107,0.779004
Kepler-38 b,0.429659,105.595,0.387735,0.0621296
Kepler-546 b,0.0523044,4.14702026,0.624,0.204677
Kepler-147 b,0.10603,12.610584,0.136497,0.0125754
Kepler-1044 b,0.0718867,6.77408868,0.238,0.021778
Kepler-79 d,0.272969,52.09059,0.653,0.0189
Kepler-344 c,0.490824,125.596809,0.263181,0.0260126
Kepler-1321 b,0.0794372,11.12830484,0.439,0.0802404
Kepler-570 b,0.0505272,4.301662,0.219,0.0191406
Kepler-1151 b,0.305198,65.6478424,0.198,0.0166923
HAT-P-11 b,0.0525443,4.8878162,0.422,0.0825354
Kepler-406 b,0.0361437,2.42629,0.127576,0.0199792
Kepler-171 b,0.0506781,4.166972,0.208761,0.0178911
Kepler-627 b,0.252724,40.6994443,0.333,0.0434306
Kepler-330 b,0.0799685,8.25978,0.120439,0.00829825
Kepler-1452 b,0.268995,42.913751,0.241,0.0222358
Kepler-229 b,0.0664249,6.252972,0.196271,0.0165098
Kepler-638 b,0.0624727,6.07972888,0.163,0.0134548
Kepler-144 c,0.0914719,10.104665,0.120439,0.00829825
Kepler-1372 b,0.023292,1.31155557,0.113,0.00668223
Kepler-758 e,0.083574,8.1934719,0.136,0.0124263
Kepler-94 b,0.033677,2.50806,0.313113,0.0341063
Kepler-115 c,0.0846204,8.990889,0.231956,0.0208911
Kepler-320 c,0.134093,17.934937,0.122223,0.00871939
Kepler-1478 b,0.174395,26.0840594,0.154,0.0127496
Kepler-274 c,0.202153,33.197861,0.164154,0.0135483
Kepler-1627 b,0.0696812,7.20283653,0.329,0.0421671
Kepler-889 b,0.0492984,3.744439,0.097,0.00392895
Kepler-26 e,0.254259,46.827915,0.215006,0.0186399
Kepler-254 d,0.138108,18.746477,0.223035,0.0196646
Kepler-592 b,0.0395795,2.82019241,0.213,0.0183949
CoRoT-19 b,0.0516604,3.89713,1.29,1.10792
Kepler-264 b,0.231966,40.806231,0.297083,0.0333072
Kepler-604 b,0.172254,25.85501786,0.231,0.020755
Kepler-557 b,0.048527,3.70598955,0.238,0.021778
Kepler-1237 b,0.369378,84.5733226,0.255,0.024536
Kepler-122 c,0.105218,12.465988,0.523686,0.115399
Kepler-142 b,0.0313162,2.024152,0.177536,0.014692
Kepler-1450 b,0.251,54.5094166,0.153,0.0126737
Kepler-148 d,0,51.84688575,0.774,0.428344
Kepler-1148 b,0.0194926,1.10446351,0.151,0.0125233
Kepler-240 c,0.0779794,7.953528,0.196271,0.0165098
Kepler-545 b,0.111023,13.24934059,0.24,0.0220818
Kepler-298 b,0.0936962,10.475464,0.174859,0.014454
Kepler-1299 b,0.140972,19.9400874,0.266,0.0265453
Kepler-1564 b,0.131467,18.0540381,0.131,0.0109866
Kepler-363 d,0.102192,11.932125,0.182889,0.0151834
HAT-P-4 b,0.0443853,3.056536,1.274,0.671507
Kepler-1414 b,0.0420065,3.51576315,0.11,0.00609283
Kepler-485 b,0.0438587,3.2432598,1.286,1
HAT-P-21 b,0.0494951,4.124481,1.024,4.07833
Kepler-398 d,0,6.83437001,0.079,0.00189081
Kepler-1180 b,0.132431,16.8601286,0.178,0.0147338
Kepler-1388 b,0.0893266,12.2854603,0.231,0.020755
Kepler-215 d,0.192566,30.864423,0.213222,0.0184218
Kepler-579 b,0.0885238,9.66857723,0.178,0.0147338
Kepler-232 c,0.0990113,11.379349,0.34169,0.0463015
Kepler-1009 b,0.0829006,11.35011917,0.194,0.0162741
Kepler-346 b,0.0682408,6.511127,0.237309,0.0216742
Kepler-330 c,0.124035,15.955387,0.173967,0.0143757
Kepler-1233 b,0.260643,45.1263042,0.232,0.0208973
Kepler-1416 b,0.0263353,1.49514952,0.079,0.00189081
Kepler-1183 b,0.182625,28.5057189,0.252,0.0240196
Kepler-1109 b,0.223437,37.6467384,0.195,0.0163773
Kepler-830 b,0.10078,11.29695137,0.152,0.0125983
WASP-45 b,0.0405459,3.1260876,1.16,1.00657
Kepler-916 b,0.188012,32.2968798,0.157,0.0129801
Kepler-725 b,0.218045,39.64317811,0.948,0.623509
Kepler-428 b,0.0432987,3.52563254,1.08,1.27
Kepler-1171 b,0.0291019,1.44259224,0.228,0.0203354
Kepler-1093 c,0.408538,89.722292,0.175,0.0144664
Kepler-1330 b,0.090566,10.10769068,0.147,0.0122275
Kepler-382 c,0.103505,12.162701,0.14185,0.011856
Kepler-667 b,0.227107,41.43962808,0.422,0.0739707
Kepler-495 b,0.0421891,3.41303622,0.467,0.09114
Kepler-333 c,0.163234,24.08821,0.0990276,0.00422638
Kepler-17 b,0.0267923,1.4857108,1.33,2.47943
HAT-P-33 b,0.0499317,3.474474,1.686,0.763256
Kepler-692 b,0.147513,21.81293494,0.277,0.028747
Kepler-1223 b,0.116802,16.301259,0.109,0.00590412
Kepler-1232 b,0.170393,26.7839183,0.172,0.014205
Kepler-805 b,0.204059,30.8638931,0.258,0.0250657
Kepler-166 c,0.206443,34.260281,0.212329,0.0183139
Kepler-1398 b,0.040381,2.78815679,0.08,0.00197713
Kepler-1629 b,0.0484507,3.87595807,0.069,0.00117254
Kepler-835 b,0.101821,11.41909375,0.249,0.0235163
Kepler-992 b,0.134576,20.16034462,0.145,0.0120821
Kepler-1420 b,0.0650994,6.69960006,0.114,0.00688654
Kepler-562 b,0.13125,18.00931444,0.465,0.0903378
Kepler-1476 b,0.0923741,10.35863224,0.149,0.0123746
Kepler-870 b,0.151158,21.3587621,0.248,0.0233514
Kepler-1155 b,0.205268,33.469743,0.181,0.0150076
Kepler-1292 b,0.0424409,3.27646405,0.162,0.0133743
Kepler-1410 b,0.2596,60.866168,0.159,0.0131362
Kepler-272 c,0.0650321,6.057342,0.159693,0.0131908
Kepler-157 c,0.111181,13.5405,0.199839,0.0168894
Kepler-661 b,0.0575639,6.02930132,0.274,0.0281267
Kepler-308 c,0.121047,15.38231,0.192702,0.0161415
WASP-46 b,0.0244921,1.43037,1.31,2.10232
Kepler-800 b,0.108362,14.13176026,0.254,0.0243624
Kepler-157 b,0.028229,1.732342,0.117763,0.00769114
Kepler-1268 b,0.237227,40.9903986,0.181,0.0150076
Kepler-1034 b,0.0970652,12.12400943,0.202,0.017125
Kepler-475 b,0.0396151,3.10550819,0.222,0.0195285
Kepler-1541 b,0.0769479,8.40691199,0.103,0.00485109
Kepler-587 b,0.093804,10.94027841,0.199,0.0167991
WASP-84 b,0.0771322,8.5234865,0.942,0.69431
Kepler-52 d,0.215129,36.445171,0.173967,0.0143757
Kepler-1190 b,0.0854126,10.45843441,0.119,0.00796813
Kepler-197 c,0.0929448,10.349695,0.109733,0.00604207
Kepler-599 b,0.115101,15.65562652,0.253,0.0241903
Kepler-163 b,0.0770446,7.810937,0.0936747,0.00347154
Kepler-121 c,0.23273,41.008011,0.202516,0.0171819
Kepler-191 b,0.0904732,9.939632,0.119547,0.00809262
Kepler-123 b,0.130568,17.232366,0.262289,0.0258466
Kepler-1123 b,0.0508228,4.33946454,0.149,0.0123746
Kepler-320 b,0.0806883,8.371554,0.101704,0.00464108
HAT-P-1 b,0.0553326,4.4652934,1.242,0.532369
Kepler-186 f,0.392576,129.9459,0.098939,0.00421308
Kepler-1025 b,0.22494,37.3229493,0.177,0.014644
Kepler-201 b,0.170313,25.672083,0.219467,0.0192003
OGLE2-TR-L9 b,0.0413279,2.4855335,1.61,4.57442
Kepler-54 b,0.0626016,8.0109434,0.187182,0.015593
Kepler-973 b,0.251269,49.6077331,0.175,0.0144664
Kepler-355 c,0.170712,25.762294,0.24177,0.0223552
Kepler-1472 b,0.232959,38.1312831,0.17,0.014034
Kepler-1135 b,0.3493,76.957857,0.165,0.0136174
Kepler-375 c,0.144132,19.986326,0.236417,0.0215411
Kepler-1209 b,0.181042,25.369115999999998,0.135,0.0121297
Kepler-1019 b,0.0218627,1.41122985,0.13,0.0107116
Kepler-484 b,0.0898835,10.04556931,0.203,0.0172355
Kepler-137 b,0.0811044,8.436387,0.131145,0.0110268
Kepler-85 d,0.133985,17.91323,0.107057,0.00554835
Kepler-1456 b,0.116426,18.1373829,0.102,0.00468851
Kepler-224 c,0.0640814,5.925003,0.278348,0.0290307
Kepler-1290 b,0.0539434,4.69500134,0.127,0.00991268
Kepler-962 b,0.100445,12.05707239,0.176,0.0145548
WASP-22 b,0.0468682,3.53269,1.12,0.559059
Kepler-468 b,0.220045,38.47875707,1.19,1
Kepler-640 b,0.155326,22.24813967,0.228,0.0203354
Kepler-503 b,0.073611,7.25844721,0.559,0.145002
WASP-2 b,0.0312729,2.1522254,1.077,0.908659
Kepler-392 b,0.0598046,5.341853,0.089214,0.00291583
Kepler-247 c,0.087412,9.439452,0.364885,0.0548224
Kepler-1076 b,0.0607115,6.14727918,0.071,0.00129651
Kepler-271 b,0.0588746,5.217738,0.0794005,0.00192504
Kepler-30 c,0.300013,60.3231,1.09635,2.01385
Kepler-190 c,0.0473476,3.763024,0.130252,0.0107805
WASP-34 b,0.0520747,4.3176782,1.22,0.583354
Kepler-397 c,0.516293,135.498527,0.551343,0.100676
Kepler-490 b,0.0442246,3.26869515,1.039,1
Kepler-1466 b,0.194499,31.1750448,0.138,0.0115843
Kepler-630 b,0.584174,161.4743937,0.284,0.0302544
Kepler-423 b,0.038671,2.68432848,1.2,1
HAT-P-22 b,0.0414094,3.21222,1.08,2.15137
Kepler-1374 b,0.0897541,10.65276707,0.204,0.0173469
Kepler-1041 b,0.169505,24.7576421,0.262,0.0257931
WASP-28 b,0.0446486,3.40883,1.213,0.907
Kepler-221 b,0.0388408,2.795906,0.152556,0.0126401
CoRoT-7 b,0.0171898,0.85359163,0.143989,0.014
Kepler-1418 b,0.142864,22.4764425,0.148,0.0123008
Kepler-584 b,0.221415,35.1810304,0.376,0.0583181
Kepler-733 b,0.143067,20.83424726,0.252,0.0240196
Kepler-172 e,0.209877,35.118736,0.246231,0.0230631
Kepler-1200 b,0.0190745,1.11854972,0.095,0.00364938
Kepler-178 b,0.0882572,9.576694,0.258721,0.025195
Kepler-1207 b,0.114152,13.68237119,0.145,0.0120821
Kepler-147 c,0.203039,33.416423,0.21679,0.0188614
Kepler-1096 b,0.0345893,2.89221751,0.111,0.00628541
Kepler-1491 b,0.127283,16.5861762,0.135,0.0121297
HATS-1 b,0.0444708,3.446459,1.302,1.86507
Kepler-1559 b,0.018261,0.97191543,0.064,0.00090084
Kepler-378 c,0.184331,28.906009,0.0624498,0.00082692
HD 80606 b,0.447343,111.4367,1.029,3.89054
Kepler-471 b,0.0654845,5.01423457,1.335,1
Kepler-158 b,0.127912,16.709184,0.189134,0.0157841
Kepler-1511 b,0.167934,23.2382792,0.15,0.0124487
Kepler-45 b,0.0298817,2.455239,0.96,0.511499
Kepler-68 b,0.0617749,5.398763,0.205901,0.026183
Kepler-1195 b,0.0737068,8.49642241,0.186,0.0154788
Kepler-665 b,0.114939,16.01310205,0.232,0.0208973
Kepler-950 b,0.420795,98.7180406,0.801,0.305222
Kepler-308 b,0.0889821,9.694928,0.189134,0.0157841
WASP-78 b,0.0361391,2.17517656,1.7,0.883997
Kepler-108 c,0.647542,190.323494,0.729771,0.224011
Kepler-942 b,0.230681,44.96417488,0.19,0.0158698
Kepler-266 c,0.443078,107.723601,0.347043,0.0481581
Kepler-1094 b,0.373544,78.1000231,0.284,0.0302544
Kepler-1194 b,0.122862,16.22371307,0.135,0.0121297
Kepler-1291 b,0.0776941,8.63043276,0.148,0.0123008
Kepler-239 c,0.287238,56.228098,0.223927,0.019783
Kepler-524 b,0.0803909,7.97419807,0.17,0.014034
Kepler-205 c,0.145668,20.306546,0.146311,0.0121773
Kepler-319 b,0.0522529,4.362705,0.145419,0.0121124
Kepler-162 c,0.141525,19.446355,0.270319,0.0273861
Kepler-126 c,0.153051,21.869741,0.140958,0.0117926
Kepler-728 b,0.0617018,5.74347727,0.298,0.0335331
Kepler-384 c,0.248874,45.348269,0.100812,0.00450004
Kepler-669 b,0.0527424,4.12554687,0.431,0.0772573
Kepler-1046 b,0.117226,14.37508035,0.153,0.0126737
Kepler-716 b,0.0874713,10.37168453,0.259,0.0252452
Kepler-853 b,0.0794128,7.16892463,0.151,0.0125233
Kepler-690 b,0.0793434,7.74809437,0.531,0.118744
Kepler-1500 b,0.119208,15.0330105,0.107,0.00553813
Kepler-1316 b,0.392209,87.9732136,0.316,0.0383032
Kepler-921 b,0.263744,51.300634,0.256,0.0247111
K2-3 c,0.139869,24.6454,0.157,0.0129801
Kepler-1079 b,0.112404,13.24503188,0.145,0.0120821
Kepler-771 b,0.0838281,8.73485836,0.162,0.0133743
Kepler-212 c,0.196459,31.805174,0.244446,0.0227766
Kepler-53 c,0.221868,38.5583038,0.282556,0.0299365
Kepler-707 b,0.0310798,2.23749275,0.119,0.00796813
Kepler-1211 b,0.0955953,11.01816836,0.227,0.0201979
Kepler-321 b,0.0565776,4.915379,0.157909,0.0130508
Kepler-1442 b,0.405305,81.4162941,0.351,0.0495748
Kepler-402 d,0.0841819,8.921099,0.123115,0.00893492
Kepler-339 d,0.0941898,10.558345,0.10438,0.00508144
Kepler-407 b,0.0149747,0.6693109,0.095459,0
Kepler-756 b,0.0209702,1.22486632,0.1,0.00437411
TrES-3 b,0.0227178,1.30619,1.336,1.91
Kepler-188 b,0.0317043,2.061897,0.14988,0.0124398
Kepler-695 b,0.0387537,3.04033042,0.822,0.542157
Kepler-10 c,0.239656,45.29485,0.209653,0.054117
Kepler-786 b,0.259117,53.5293487,0.217,0.0188877
Kepler-259 c,0.217013,36.924931,0.240878,0.0222169
Kepler-444 b,0.0419153,3.6001053,0.0367,0.000134008
Kepler-550 b,0.078424,8.60010411,0.394,0.0642153
Kepler-304 d,0.0887283,9.653471,0.245339,0.0229193
Kepler-150 e,0.192408,30.826557,0.278348,0.0290307
Kepler-218 c,0.246495,44.699576,0.280132,0.029411
Kepler-203 b,0.0421675,3.162697,0.22928,0.0205131
Kepler-981 b,0.0527478,4.46975774,0.206,0.0175728
Kepler-6 b,0.0456089,3.234723,1.323,0.669376
Kepler-501 b,0.0626287,5.64067757,0.384,0.060903
Kepler-244 d,0.14444,20.050401,0.206084,0.0175824
Kepler-358 b,0.20564,34.060467,0.242662,0.0224946
Kepler-373 c,0.127997,16.725948,0.110625,0.00621274
HATS-13 b,0.0405861,3.0440499,1.212,0.542398
Kepler-466 c,0.0475122,3.70921385,0.112,0.00648186
Kepler-1074 b,0.054174,5.94566534,0.112,0.00648186
Kepler-807 b,0.476837,117.93108781,0.93,0.564429
Kepler-299 b,0.0400468,2.927128,0.117763,0.00769114
Kepler-939 b,0.11345,14.878296,0.156,0.0129028
Kepler-1389 b,0.391079,99.2530951,0.158,0.0130579
Kepler-140 c,0.396968,91.353282,0.160585,0.0132614
Kepler-23 d,0.12048,15.274299,0.196271,0.0165098
Kepler-1048 b,0.0645763,6.92101021,0.144,0.0120099
Kepler-89 c,0.101317,10.423648,0.3937,0.0295756
WASP-95 b,0.0341288,2.184673,1.21,1.13
Kepler-831 b,0.0616673,5.62153941,0.113,0.00668223
Kepler-84 b,0.08295,8.726,0.203,0.0172355
Kepler-637 b,0.187767,23.20584623,0.424,0.0746947
HAT-P-26 b,0.0478684,4.234516,0.565,0.0586489
Kepler-1252 b,0.121659,15.0540329,0.149,0.0123746
Kepler-292 f,0.148181,20.834237,0.209653,0.0179955
Kepler-847 b,0.0324471,2.3432319,0.105,0.00518721
Kepler-1355 b,0.0222195,1.28958811,0.13,0.0107116
Kepler-20 e,0.063351,6.098493,0.0773688,0.00175601
Kepler-296 d,0.143477,19.850242,0.203408,0.0172808
Kepler-688 b,0.0481308,3.89593684,0.871,0.696016
Kepler-62 d,0.119499,18.16406,0.173812,0
Kepler-713 b,0.0738933,7.411141,0.221,0.019398
Kepler-89 e,0.304548,54.32031,0.5978,0.0409024
Kepler-722 b,0.0505771,4.09357325,0.235,0.0213319
Kepler-556 b,0.100994,11.72292176,0.2,0.0169068
Kepler-883 b,0.110239,12.98495573,0.159,0.0131362
Kepler-1181 b,0.0594394,4.89337519,0.14,0.0117248
Kepler-1336 c,0.061725,5.77721211,0.153,0.0126737
Kepler-897 b,0.079369,8.0472642,0.213,0.0183949
Kepler-298 d,0.355666,77.473633,0.223035,0.0196646
Kepler-269 b,0.0596916,5.326718,0.220359,0.019315
Kepler-248 b,0.0668155,6.308205,0.269426,0.0272098
Kepler-1375 b,0.0493278,3.3004192,0.155,0.0128259
Kepler-454 b,0.0951314,10.57,0.21,0.0215859
Kepler-1276 b,0.110538,12.5720095,0.106,0.0053608
Kepler-797 b,0.174066,27.07237711,0.194,0.0162741
Kepler-160 b,0.0518266,4.309427,0.13739,0.0115417
Kepler-1066 b,0.03015,1.93155984,0.211,0.0181548
Kepler-1318 b,0.629,213.257663,0.277,0.028747
CoRoT-11 b,0.0440549,2.99433,1.43,2.34813
Kepler-369 c,0.118353,14.871572,0.125792,0.00960182
Kepler-142 d,0.235751,41.809118,0.192702,0.0161415
Kepler-1415 b,0.0139284,0.63642408,0.115,0.00709482
Kepler-398 b,0.0499821,4.081423,0.082969,0.00225059
Kepler-443 b,0.558942,177.6693,0.20787,0.0177875
Kepler-746 b,0.0435651,3.48159251,0.099,0.00422224
Kepler-1348 b,0.180967,27.5722742,0.173,0.0142915
Kepler-299 d,0.119323,15.054786,0.165938,0.0136944
GJ 436 b,0.0287188,2.64385,0.3767,0.0726979
Kepler-1231 b,0.0936589,10.41725184,0.127,0.00991268
Kepler-142 c,0.0553921,4.761702,0.255152,0.0245625
Kepler-401 d,0,184.256405,0.203,0.0172355
Kepler-815 b,0.0883216,8.57503552,0.367,0.055479
Kepler-578 b,0.0257374,1.6168837,0.178,0.0147338
Kepler-181 c,0.0517683,4.302149,0.177536,0.014692
Kepler-364 b,0.170638,25.745718,0.138282,0.011604
Kepler-173 c,0.0783205,8.005777,0.21679,0.0188614
Kepler-609 b,0.070302,6.52121067,0.299,0.0337813
Kepler-1606 b,0.638509,196.435224,0.185,0.015383
Kepler-290 b,0.11685,14.589347,0.200732,0.0169862
Kepler-926 b,0.273799,52.0688601,0.206,0.0175728
Kepler-544 b,0.158582,21.41616926,0.189,0.0157709
WASP-37 b,0.0446312,3.577469,1.16,1.79362
Kepler-223 c,0.0899174,9.848183,0.178428,0.0147725
Kepler-224 e,0.137602,18.643577,0.175752,0.0145328
Kepler-322 c,0.0520493,4.337234,0.148987,0.0123736
Kepler-477 b,0.093078,11.11990653,0.185,0.015383
Kepler-1327 b,0.119224,14.88801098,0.161,0.0132944
Kepler-163 c,0.150603,21.347262,0.201624,0.0170837
Kepler-1128 b,0.29908,61.6178167,0.326,0.0412428
HAT-P-40 b,0.060845,4.457243,1.73,0.6202
Kepler-494 b,0.0809789,8.02511821,0.637,0.218701
Kepler-169 f,0.38452,87.090195,0.230172,0.0206381
Kepler-283 b,0.0968462,11.008151,0.190026,0.0158724
Kepler-214 b,0.122502,15.660544,0.232849,0.0210192
Kepler-700 b,0.363536,80.8720639,0.534,0.12013
Kepler-1549 b,0.672832,214.886545,0.229,0.020474
Kepler-730 b,0.0681049,6.49168426,0.822,0.542157
Kepler-1515 b,0.764923,214.3114164,0.852,0.383964
Kepler-1424 b,0.188549,29.6091744,0.103,0.00485109
Kepler-314 b,0.0356743,2.461069,0.0740476,0.00150361
Kepler-188 c,0.0645963,5.996553,0.284593,0.0303861
Kepler-731 b,0.0485975,3.85560355,1.238,1
Kepler-1338 b,0.018961,0.93511806,0.082,0.00215846
Kepler-233 b,0.0813349,8.472382,0.21679,0.0188614
Kepler-1530 c,0.0580264,5.3227406,0.147,0.0122275
Kepler-118 b,0.0751093,7.518496,0.174859,0.014454
Kepler-1440 b,0.226831,39.859484,0.112,0.00648186
Kepler-1513 b,0.576981,160.88465087,0.755,0.249782
Kepler-110 b,0.106481,12.691112,0.163262,0.013476
Kepler-1192 b,0.159985,25.2034787,0.211,0.0181548
Kepler-1382 b,0.139726,16.3583055,0.168,0.0138656
Kepler-689 b,0.150552,22.36656079,0.258,0.0250657
Kepler-1643 b,0.058171,5.34264507,0.205,0.0174594
Kepler-195 b,0.0802786,8.307872,0.181104,0.0150172
Kepler-498 b,0.0878909,9.61375356,0.27,0.027323
Kepler-50 c,0.0932375,9.3761368,0.248685,0.0234642
Kepler-863 b,0.120507,15.59461874,0.259,0.0252452
Kepler-1464 b,0.19765,31.7785901,0.148,0.0123008
Kepler-1356 b,0.0135188,0.63400294,0.136,0.0124263
Kepler-359 b,0.169831,25.563222,0.314926,0.0380002
TRAPPIST-1 b,0.0111033,1.510848,0.101541,0.00461509
Kepler-1201 b,0.125745,15.18725932,0.204,0.0173469
Kepler-1594 b,0.0388448,2.71603809,0.095,0.00364938
Kepler-642 b,0.0589428,4.41745855,0.259,0.0252452
Kepler-359 d,0.354508,77.095691,0.357748,0.0520795
Kepler-115 b,0.0351175,2.403679,0.0972433,0.00396389
Kepler-1323 b,0.0197027,0.92990668,0.136,0.0124263
Kepler-928 b,0.0439026,3.9324613,0.142,0.0118667
Kepler-180 b,0.11269,13.817124,0.133821,0.0117855
Kepler-43 b,0.0449294,3.024095,1.2,3.23143
Kepler-76 b,0.0271768,1.545,,1.96
Kepler-310 b,0.113307,13.930698,0.106165,0.00538981
Kepler-222 c,0.0913762,10.08881,0.413953,0.0710944
Kepler-1154 c,0.0877495,8.45808312,0.211,0.0181548
Kepler-538 b,0.363618,81.73780699,0.202,0.017125
KELT-6 b,0.0794132,7.8457,1.193,0.43122
WASP-13 b,0.0537034,4.3530135,1.407,0.473883
Kepler-683 b,0.035933,2.53918318,0.176,0.0145548
Kepler-84 c,0.107552,12.883,0.215,0.096
Kepler-918 b,0.0580906,4.85386933,0.155,0.0128259
Kepler-569 b,0.202661,34.18890521,0.282,0.029815
Kepler-58 d,0.229287,40.101371,0.262289,0.0258466
HAT-P-18 b,0.0559503,5.508023,0.995,0.197205
Kepler-672 b,0.218893,38.3774623,0.223,0.01966
Kepler-357 b,0.0679912,6.475434,0.164154,0.0135483
Kepler-1518 b,0.0670648,5.11177904,0.272,0.0277215
Kepler-971 b,0.084658,9.59070716,0.19,0.0158698
Kepler-406 c,0.0555527,4.62332,0.0758319,0.00857506
WASP-43 b,0.0142363,0.813475,0.93,1.77609
Kepler-1570 b,0.169395,26.548955,0.095,0.00364938
Kepler-159 c,0.242421,43.595792,0.30422,0.0351084
Kepler-39 b,0.155007,21.0874,1.22,18.1805
Kepler-920 c,0.407808,100.8274113,0.339,0.0453941
Kepler-1130 b,0.0585387,5.45298175,0.071,0.00129651
Kepler-520 b,0.147232,19.67416124,0.148,0.0123008
Kepler-1191 b,0.0584627,5.60014851,0.135,0.0121297
Kepler-1012 b,0.0600079,5.50860439,0.115,0.00709482
Kepler-1145 b,0.0453661,3.97076766,0.125,0.00940137
Kepler-891 b,0.283142,53.44945593,0.572,0.11109
Kepler-727 b,0.0561729,5.15448442,0.226,0.0200617
Kepler-215 b,0.086925,9.360672,0.144527,0.0120479
Kepler-294 b,0.0468277,3.701212,0.157909,0.0130508
WASP-88 b,0.0643804,4.954,1.7,0.563545
Kepler-29 b,0.0928723,10.3376,0.320884,0.0397121
Kepler-792 b,0.10143,11.30119217,0.175,0.0144664
Kepler-975 b,0.0285538,1.97034246,0.132,0.0112658
Kepler-542 b,0.1064,13.14497566,0.14,0.0117248
Kepler-306 b,0.0544926,4.646186,0.135605,0.0123086
Kepler-656 b,0.0217143,1.26025909,0.278,0.0289572
Kepler-83 b,0.0778725,9.77,0.252,0.0240196
Kepler-770 b,0.136148,18.92540274,0.205,0.0174594
Kepler-489 b,0.122418,17.27629612,0.689,0.18782
Kepler-1204 b,0.384289,85.7350285,0.272,0.0277215
Kepler-1218 b,0.161019,22.9221266,0.128,0.0101747
Kepler-1043 b,0.217045,38.5053398,0.227,0.0201979
Kepler-1396 b,0.1432,18.2206421,0.185,0.015383
CoRoT-3 b,0.0573788,4.2568,1.01,21.8549
Kepler-377 b,0.105463,12.509529,0.124008,0.00915403
Kepler-648 b,0.133676,17.4211749,0.287,0.0309268
Kepler-910 b,0.0375152,2.36436901,0.073,0.00142986
Kepler-126 d,0.422434,100.283134,0.223035,0.0196646
Kepler-1506 b,0.11193,14.0329154,0.118,0.00774372
