full_name,a,year
"       (2000 QD226)",41.16859412373331,2000
"       (2000 QE226)",43.85719001221624,2000
"       (2000 QF226)",46.49637301446196,2000
"       (2000 QG226)",39.40497007760403,2000
"       (2000 QH226)",39.62089370838734,2000
"       (2000 QJ226)",39.39157220276616,2000
"       (2000 QK226)",66.99007060936249,2000
"       (2000 QL226)",39.2746518285679,2000
"       (2000 QA243)",43.2690904461076,2000
"       (2000 QL251)",47.54596658181345,2000
"       (2000 QN251)",41.98062036512032,2000
"       (2000 QJ252)",43.2352207169614,2000
"       (2000 QK252)",45.14546954172391,2000
"       (2000 QL252)",39.65747576447157,2000
"       (2000 QN252)",36.50588762418153,2000
"       (2000 QO252)",45.55382647760451,2000
"       (2000 SB331)",46.37933064954765,2000
"       (2000 SC331)",46.48028540133269,2000
"       (2000 SD331)",43.68866209290146,2000
"       (2000 SE331)",43.52565504681669,2000
"       (2000 SF331)",44.01967965771993,2000
"       (2000 SG331)",44.15805198546222,2000
"       (2000 SH331)",44.75658114682932,2000
"       (2000 SJ331)",41.42225137395621,2000
"       (2000 SK331)",45.49007094223057,2000
"       (2000 SL331)",41.83119112151673,2000
"       (2000 SM331)",57.3589183876935,2000
"       (2000 SO331)",43.16269737011,2000
"       (2000 SP331)",43.01289918411423,2000
"       (2000 SQ331)",69.80829661919378,2000
"       (2000 SR331)",55.19892243432778,2000
"       (2000 SS331)",63.68439366756158,2000
"       (2000 ST331)",42.54644962329382,2000
"       (2000 SU331)",59.86087961419871,2000
"       (2000 SW370)",43.80050960254727,2000
"       (2000 SX370)",45.03927139778581,2000
"       (2000 SY370)",43.70852995070952,2000
"       (2000 WV12)",43.32410550079493,2000
"       (2000 WW12)",53.49175527384016,2000
"       (2000 WX12)",43.77168458613965,2000
"       (2000 WT169)",44.7568394134374,2000
"       (2000 WL183)",43.40058034238663,2000
"       (2000 WM183)",44.79225303941415,2000
"       (2000 WN183)",44.60600553409004,2000
"       (2000 WO183)",43.6591001771681,2000
"       (2000 YV1)",43.70324285026062,2000
"       (2000 YW1)",42.91876169062248,2000
"       (2000 YX1)",45.38401763463103,2000
"       (2000 YY1)",64.07091199742962,2000
"       (2000 YZ1)",44.82814275105686,2000
"       (2000 YA2)",43.90846893754735,2000
"       (2000 YB2)",38.60914502655243,2000
"       (2000 YD2)",42.93559529036896,2000
"       (2000 YE2)",47.79833253833192,2000
"       (2000 YF2)",45.40994190777601,2000
"       (2000 YG2)",42.82218497568194,2000
"       (2000 YH2)",39.15426802949084,2000
"       (2000 YB29)",39.39448943492346,2000
"       (2000 YQ142)",39.50998675636598,2000
"       (2000 YY142)",44.9007220656894,2000
"       (2001 DB106)",43.3622465526399,2001
"       (2001 DC106)",42.44333790331854,2001
"       (2001 DD106)",44.28914112774161,2001
"       (2001 DR106)",44.46643724429937,2001
"       (2001 DS106)",42.57248604423151,2001
"       (2001 DM108)",45.43827925428899,2001
"       (2001 DN108)",45.4652138762029,2001
"       (2001 DO108)",42.9517551261912,2001
"       (2001 DP108)",39.4605997246283,2001
"       (2001 DQ108)",45.42048474196638,2001
"       (2001 DS108)",45.87042266255408,2001
"       (2001 DT108)",39.50405058198039,2001
"       (2001 DU108)",45.03225153782839,2001
"       (2001 DV108)",46.50400666309862,2001
"       (2001 ES24)",44.52794322401985,2001
"       (2001 FU172)",39.65416097303469,2001
"       (2001 FB185)",43.18194394108954,2001
"       (2001 FC185)",42.95162108129465,2001
"       (2001 FK185)",43.5718200556248,2001
"       (2001 FL185)",44.39439458199552,2001
"       (2001 FQ185)",48.14834141706388,2001
"       (2001 FS185)",43.25156263075706,2001
"       (2001 FT185)",47.59095385192508,2001
"       (2001 FU185)",39.36166977921508,2001
"       (2001 FV185)",39.38027000956942,2001
"       (2001 FC193)",46.5054834400482,2001
"       (2001 FD193)",44.7950016051633,2001
"       (2001 FF193)",44.7386063950191,2001
"       (2001 FG193)",46.50908675448308,2001
"       (2001 FH193)",44.68941240148545,2001
"       (2001 FJ193)",39.35318038142726,2001
"       (2001 FK193)",44.28054661751259,2001
"       (2001 FL193)",44.54519174545695,2001
"       (2001 FJ194)",66.01809815526887,2001
"       (2001 FK194)",76.35082469963007,2001
"       (2001 FM194)",54.70915513003708,2001
"       (2001 FN194)",66.97060255025229,2001
"       (2001 HZ58)",43.00744183401294,2001
"       (2001 HA59)",43.99236473066856,2001
"       (2001 KF76)",44.64641388034521,2001
"       (2001 KG76)",51.95880826684328,2001
"       (2001 KH76)",46.41579076314198,2001
"       (2001 KL76)",44.73307043079849,2001
"       (2001 KM76)",44.87068077552801,2001
"       (2001 KQ76)",42.84226655123304,2001
"       (2001 KS76)",43.63266021041043,2001
"       (2001 KW76)",46.32791388027525,2001
"       (2001 KY76)",39.48489635672527,2001
"       (2001 KZ76)",78.99947039242814,2001
"       (2001 KA77)",47.6827399453894,2001
"       (2001 KD77)",39.76711516644325,2001
"       (2001 KE77)",45.72121858538999,2001
"       (2001 KG77)",62.3152986770767,2001
"       (2001 KO77)",44.18405586207029,2001
"       (2001 OJ108)",44.90471934873698,2001
"       (2001 OK108)",42.93001548911225,2001
"       (2001 OL108)",45.55267712518227,2001
"       (2001 OM108)",46.04944060170693,2001
"       (2001 ON108)",43.70593272974533,2001
"       (2001 OO108)",50.84640023635068,2001
"       (2001 OQ108)",45.85584085773856,2001
"       (2001 OR108)",45.65541441009943,2001
"       (2001 OS108)",46.452375003839,2001
"       (2001 OT108)",66.93543108278739,2001
"       (2001 OU108)",46.75326920208948,2001
"       (2001 OY108)",46.05201092826209,2001
"       (2001 OZ108)",43.31190764525417,2001
"       (2001 OG109)",43.48444374881935,2001
"       (2001 OM109)",68.73545199824119,2001
"       (2001 PK47)",39.59320255065951,2001
"       (2001 QO297)",42.75702597629815,2001
"       (2001 QP297)",45.07253079779481,2001
"       (2001 QQ297)",44.19109524323865,2001
"       (2001 QR297)",44.29369159179097,2001
"       (2001 QS297)",43.79391258103608,2001
"       (2001 QU297)",43.70292479884727,2001
"       (2001 QV297)",43.97485849612925,2001
"       (2001 QX297)",44.02414170277187,2001
"       (2001 QZ297)",44.27534693397521,2001
"       (2001 QA298)",46.09471249355853,2001
"       (2001 QC298)",46.11673427875473,2001
"       (2001 QD298)",42.57928491829998,2001
"       (2001 QE298)",43.49648366241952,2001
"       (2001 QH298)",39.22385659634695,2001
"       (2001 QQ322)",43.82852015320643,2001
"       (2001 QR322)",30.11492739725504,2001
"       (2001 QS322)",43.844947021986,2001
"       (2001 QW322)",43.97568987357398,2001
"       (2001 QX322)",57.81100516859918,2001
"       (2001 QF331)",42.03396210702447,2001
"       (2001 RU143)",39.28549694328495,2001
"       (2001 RV143)",43.08546433907573,2001
"       (2001 RW143)",42.81785565907256,2001
"       (2001 RX143)",39.20823270765435,2001
"       (2001 RY143)",44.87482616050134,2001
"       (2001 RZ143)",43.83931310369194,2001
"       (2001 RL155)",44.19393894840695,2001
"       (2001 SD291)",45.79142135053616,2001
"       (2001 SE291)",45.41599403187276,2001
"       (2001 UA17)",42.9152912,2001
"       (2001 UB17)",39.6356953,2001
"       (2001 UC17)",39.5997382,2001
"       (2001 UN18)",44.04337437618807,2001
"       (2001 UP18)",47.55145504897044,2001
"       (2001 VN71)",39.3515433150266,2001
"       (2001 XQ254)",55.56904904111456,2001
"       (2001 XR254)",42.95363541634564,2001
"       (2001 XU254)",43.48604273854935,2001
"       (2001 XV254)",45.65774627162661,2001
"       (2001 XW254)",42.33153309502994,2001
"       (2001 XX254)",43.80459570736501,2001
"       (2001 XB255)",44.71716762690486,2001
"       (2001 XC255)",43.8054380641663,2001
"       (2001 XE255)",43.49760233144265,2001
"       (2001 XF255)",43.98658861015994,2001
"       (2001 XG255)",43.91562435121624,2001
"       (2001 XJ255)",44.43070137378336,2001
"       (2002 CO154)",42.72697195131266,2002
"       (2002 CP154)",51.98639730763753,2002
"       (2002 CQ154)",43.16801872325684,2002
"       (2002 CR154)",42.62806370509522,2002
"       (2002 CS154)",43.40526857183931,2002
"       (2002 CT154)",47.10469026543584,2002
"       (2002 CU154)",43.93385933721252,2002
"       (2002 CV154)",45.66675105343129,2002
"       (2002 CW154)",46.2398985040763,2002
"       (2002 CY154)",44.5137195665566,2002
"       (2002 CZ154)",43.72250906635807,2002
"       (2002 CW224)",39.22479034013325,2002
"       (2002 CX224)",46.03298941428,2002
"       (2002 CZ224)",45.11484085419421,2002
"       (2002 CA225)",45.71625029243605,2002
"       (2002 CB225)",44.31639918767743,2002
"       (2002 CY248)",46.30430750502643,2002
"       (2002 CZ248)",53.21441725119253,2002
"       (2002 CC251)",39.52428227290331,2002
"       (2002 CD251)",42.76907180701641,2002
"       (2002 CE251)",39.68439785087548,2002
"       (2002 FV6)",47.20497325017521,2002
"       (2002 FW6)",36.56384952417291,2002
"       (2002 FX6)",45.11481930111122,2002
"       (2002 FP7)",39.46218168582227,2002
"       (2002 FW36)",43.11430824875836,2002
"       (2002 FX36)",44.37248514744848,2002
"       (2002 GW31)",39.52207853335472,2002
"       (2002 GX31)",43.30608033295971,2002
"       (2002 GY31)",43.49660103322197,2002
"       (2002 GA32)",52.42825842867171,2002
"       (2002 GB32)",219.0058957033183,2002
"       (2002 GC32)",43.47923489344176,2002
"       (2002 GE32)",39.58633610017294,2002
"       (2002 GF32)",39.5168848009493,2002
"       (2002 GH32)",42.24316374638175,2002
"       (2002 GK32)",43.8026626696734,2002
"       (2002 GL32)",39.77901754654978,2002
"       (2002 GM32)",39.42272295487533,2002
"       (2002 GN32)",39.35703641229542,2002
"       (2002 GO32)",39.29030720881404,2002
"       (2002 GP32)",56.07634518300116,2002
"       (2002 GQ32)",39.44446769677943,2002
"       (2002 GR32)",39.87048833507821,2002
"       (2002 GS32)",42.51639012797058,2002
"       (2002 GT32)",39.383008218362,2002
"       (2002 GU32)",39.53823999780717,2002
"       (2002 GV32)",39.77120610873845,2002
"       (2002 GW32)",35.20987408542756,2002
"       (2002 GY32)",39.74687565882734,2002
"       (2002 GA33)",43.02318379899156,2002
"       (2002 GB33)",45.54950708209428,2002
"       (2002 GH166)",39.58953547438463,2002
"       (2002 GJ166)",39.27897409145577,2002
"       (2002 PN147)",44.44216280394205,2002
"       (2002 PE149)",43.0454972249067,2002
"       (2002 PF149)",42.89070033779728,2002
"       (2002 PH149)",42.90593627723892,2002
"       (2002 PJ149)",45.3585799129342,2002
"       (2002 PK149)",37.11043951786822,2002
"       (2002 PN149)",42.25275930079396,2002
"       (2002 PO149)",43.90796247374359,2002
"       (2002 PP149)",40.83834218437134,2002
"       (2002 PQ149)",44.34251028410498,2002
"       (2002 PG150)",43.50147024318975,2002
"       (2002 PR152)",43.1631991,2002
"       (2002 PS152)",43.401284,2002
"       (2002 PT152)",45.659231,2002
"       (2002 PU152)",44.5344162,2002
"       (2002 PV152)",44.1861238,2002
"       (2002 PW152)",45.4025691,2002
"       (2002 PX152)",44.47336520000001,2002
"       (2002 PY152)",43.6143084,2002
"       (2002 PZ152)",43.77976799999998,2002
"       (2002 PA153)",45.5436071,2002
"       (2002 PB153)",43.8825288,2002
"       (2002 PC153)",45.0829337,2002
"       (2002 PD153)",46.5815468,2002
"       (2002 PE153)",44.0386937,2002
"       (2002 PF153)",45.6898235,2002
"       (2002 PG153)",45.0291587,2002
"       (2002 PJ153)",46.4133489,2002
"       (2002 PK153)",43.85464451060873,2002
"       (2002 PL153)",43.57996419879886,2002
"       (2002 PM153)",43.9430809,2002
"       (2002 PN153)",44.88835638950376,2002
"       (2002 PO153)",44.09802053284396,2002
"       (2002 PP153)",45.16128804876364,2002
"       (2002 PD155)",43.10446354143772,2002
"       (2002 PE155)",43.04888658463195,2002
"       (2002 PR170)",75.57859565144932,2002
"       (2002 PS170)",44.46030315140393,2002
"       (2002 PU170)",47.62222445932786,2002
"       (2002 PV170)",42.5749371226599,2002
"       (2002 PX170)",42.5723571799404,2002
"       (2002 PY170)",42.92583417921659,2002
"       (2002 PZ170)",43.98850603835977,2002
"       (2002 PA171)",44.24853516305691,2002
"       (2002 PC171)",44.6042974416242,2002
"       (2002 RN109)",578.895168878982,2002
"       (2002 TZ300)",43.68056527923908,2002
"       (2002 TA301)",44.16918188445922,2002
"       (2002 TB301)",43.20373267818812,2002
"       (2002 TC301)",45.77342944696932,2002
"       (2002 TD301)",43.36737658618618,2002
"       (2002 TE301)",45.23247719768052,2002
"       (2002 TF301)",44.71413239369761,2002
"       (2002 TG301)",45.5570534025737,2002
"       (2002 TH301)",39.25890246513698,2002
"       (2002 TJ301)",43.6663164758379,2002
"       (2002 TL301)",43.29206784525973,2002
"       (2002 TM301)",39.38352749663091,2002
"       (2002 VZ94)",45.73822621868053,2002
"       (2002 VA95)",44.79072599529312,2002
"       (2002 VB95)",39.37137272323456,2002
"       (2002 VC95)",46.85034330472386,2002
"       (2002 VD95)",43.3196231786914,2002
"       (2002 VD130)",47.54461417233705,2002
"       (2002 VE130)",44.40240714174424,2002
"       (2002 VF130)",45.65412437690873,2002
"       (2002 VT130)",42.28836421480835,2002
"       (2002 VV130)",42.09607244807928,2002
"       (2002 VW130)",45.95339853149009,2002
"       (2002 VX130)",39.28052860832891,2002
"       (2002 VY130)",39.49154536459552,2002
"       (2002 VZ130)",45.79379676728284,2002
"       (2002 VB131)",42.93531885940956,2002
"       (2002 VC131)",46.31254925574636,2002
"       (2002 VD131)",44.88460884519815,2002
"       (2002 VE131)",45.74275483541465,2002
"       (2002 VF131)",44.04586462690272,2002
"       (2002 VD138)",39.31748840986189,2002
"       (2002 WL21)",43.00261373244899,2002
"       (2002 XD91)",39.46752710372375,2002
"       (2002 XE91)",45.5909578354928,2002
"       (2002 XF91)",44.61640744458359,2002
"       (2002 XG91)",39.50160999979809,2002
"       (2002 XH91)",43.92232039802567,2002
"       (2002 XJ91)",39.60330943808908,2002
"       (2002 XV93)",39.24676157188942,2002
"       (2002 XP114)",39.51883798573768,2002
"       (2003 BF91)",42.7261926384101,2003
"       (2003 BG91)",43.43443683754509,2003
"       (2003 BH91)",43.97392564198751,2003
"       (2003 FH127)",44.81975105517213,2003
"       (2003 FJ127)",45.12297045529665,2003
"       (2003 FL127)",39.4140579802209,2003
"       (2003 FM127)",44.0766340161716,2003
"       (2003 FD128)",38.48785193995516,2003
"       (2003 FH129)",71.39707952244757,2003
"       (2003 FM129)",51.07295410941082,2003
"       (2003 FZ129)",62.59473410612303,2003
"       (2003 FA130)",42.9249235516102,2003
"       (2003 FB130)",42.98520478968361,2003
"       (2003 GM53)",44.45972142444684,2003
"       (2003 GF55)",45.83625954573176,2003
"       (2003 HX56)",47.49595174309572,2003
"       (2003 HZ56)",43.92529799577498,2003
"       (2003 HA57)",39.72998818125309,2003
"       (2003 HB57)",166.1371431993761,2003
"       (2003 HD57)",39.71061946542698,2003
"       (2003 HE57)",44.55812750540248,2003
"       (2003 HF57)",39.68177454339291,2003
"       (2003 HG57)",43.94696887311234,2003
"       (2003 HH57)",44.36296975167619,2003
"       (2003 HJ57)",39.68693467779094,2003
"       (2003 HK57)",43.41306756383469,2003
"       (2003 HL57)",46.19067447594081,2003
"       (2003 HM57)",42.45623772176145,2003
"       (2003 HN57)",44.40737641344631,2003
"       (2003 HO57)",45.22418139469949,2003
"       (2003 HP57)",46.65411369876888,2003
"       (2003 KO20)",44.23323643433945,2003
"       (2003 KP20)",44.8548950450488,2003
"       (2003 LZ6)",43.48104108963582,2003
"       (2003 LA7)",77.04877157278679,2003
"       (2003 LC7)",45.14601032525692,2003
"       (2003 LD7)",42.90690301680397,2003
"       (2003 LE7)",39.33943308409155,2003
"       (2003 LF7)",39.4730073227977,2003
"       (2003 LD9)",47.57102344364096,2003
"       (2003 OS33)",69.57921129828817,2003
"       (2003 QT90)",45.80605324703083,2003
"       (2003 QU90)",43.38402335738017,2003
"       (2003 QV90)",43.67222500343726,2003
"       (2003 QX90)",43.72514846727707,2003
"       (2003 QY90)",42.67617208963338,2003
"       (2003 QZ90)",43.57825349390054,2003
"       (2003 QB91)",39.12240014924483,2003
"       (2003 QC91)",43.4526137,2003
"       (2003 QD91)",43.13102557642754,2003
"       (2003 QE91)",42.86037133259202,2003
"       (2003 QF91)",42.80913890106036,2003
"       (2003 QG91)",42.53082839273462,2003
"       (2003 QJ91)",44.21491755707873,2003
"       (2003 QK91)",67.55625896048237,2003
"       (2003 QL91)",42.92469190467676,2003
"       (2003 QM91)",45.24720150000001,2003
"       (2003 QN91)",42.40964677129691,2003
"       (2003 QO91)",45.1747303991128,2003
"       (2003 QP91)",43.49329575116874,2003
"       (2003 QQ91)",38.60804671507771,2003
"       (2003 QR91)",46.55568803834819,2003
"       (2003 QS91)",46.01832854707359,2003
"       (2003 QT91)",44.01437863306538,2003
"       (2003 QU91)",43.6335162,2003
"       (2003 QV91)",39.48796025117596,2003
"       (2003 QW91)",39.45801167009384,2003
"       (2003 QX91)",43.50631591819004,2003
"       (2003 QY91)",82.48316516007216,2003
"       (2003 QA92)",38.12859689359399,2003
"       (2003 QX111)",39.1628545227129,2003
"       (2003 QY111)",43.13296144157587,2003
"       (2003 QZ111)",42.86133824332956,2003
"       (2003 QA112)",42.53573135835371,2003
"       (2003 QB112)",43.87181885845399,2003
"       (2003 QE112)",42.93954673759776,2003
"       (2003 QM112)",83.71794658216481,2003
"       (2003 QO112)",33.33140486802178,2003
"       (2003 QW113)",50.76554966446217,2003
"       (2003 QX113)",49.57859854634156,2003
"       (2003 QY113)",45.3305222100924,2003
"       (2003 SN317)",42.31455876974503,2003
"       (2003 SO317)",39.2011182490197,2003
"       (2003 SQ317)",42.48423237340965,2003
"       (2003 SR317)",39.27576852002295,2003
"       (2003 SS422)",199.4661252089673,2003
"       (2003 TH58)",39.28199834374421,2003
"       (2003 TJ58)",44.27416718544912,2003
"       (2003 TK58)",42.96194489448217,2003
"       (2003 TL58)",43.43422606765415,2003
"       (2003 UY283)",33.37469034108983,2003
"       (2003 UN284)",42.45457007227949,2003
"       (2003 US291)",44.91707225341906,2003
"       (2003 UT291)",42.61575330504238,2003
"       (2003 UU291)",44.1613114,2003
"       (2003 UV291)",44.25456140643742,2003
"       (2003 UW291)",44.61108213649333,2003
"       (2003 UX291)",46.49703055310834,2003
"       (2003 UY291)",48.99501016443944,2003
"       (2003 UZ291)",44.9928108974144,2003
"       (2003 UA292)",46.76468949344954,2003
"       (2003 UB292)",46.87470144058923,2003
"       (2003 UC292)",45.1201199618446,2003
"       (2003 UD292)",45.99419765192339,2003
"       (2003 UE292)",43.46603145181234,2003
"       (2003 UF292)",44.78007428566671,2003
"       (2003 UG292)",44.10953036347634,2003
"       (2003 UH292)",43.92897694387133,2003
"       (2003 UJ292)",55.35687796188055,2003
"       (2003 UK292)",43.20871278028222,2003
"       (2003 UL292)",44.89903096848999,2003
"       (2003 UM292)",46.07134017753754,2003
"       (2003 UN292)",44.74761001333711,2003
"       (2003 UO292)",39.38451621364975,2003
"       (2003 UP292)",47.47032494295703,2003
"       (2003 UQ292)",39.51111973778384,2003
"       (2003 UT292)",39.15213905940426,2003
"       (2003 UU292)",39.45436623926096,2003
"       (2003 UV292)",39.18506544395268,2003
"       (2003 UX292)",44.06029895870605,2003
"       (2003 UZ292)",43.14717181526158,2003
"       (2003 UK293)",43.91691074643517,2003
"       (2003 UY413)",47.02057850900242,2003
"       (2003 UA414)",81.52564720099753,2003
"       (2003 UC414)",44.93031047244451,2003
"       (2003 WS184)",44.01083407870792,2003
"       (2003 WQ188)",46.33167098802349,2003
"       (2003 WS188)",39.32675799793993,2003
"       (2003 WU188)",44.08477311889791,2003
"       (2003 WV188)",45.91843729218037,2003
"       (2003 WW188)",44.25160451365948,2003
"       (2003 WA191)",39.2077068280232,2003
"       (2003 WN193)",39.50820708454214,2003
"       (2003 WO193)",38.62832561475246,2003
"       (2003 YJ179)",43.50336789948974,2003
"       (2003 YK179)",41.57132458071494,2003
"       (2003 YL179)",38.72706294799988,2003
"       (2003 YM179)",40.87015955441058,2003
"       (2003 YN179)",44.1509696690071,2003
"       (2003 YP179)",44.07088134402712,2003
"       (2003 YQ179)",89.05586520035334,2003
"       (2003 YR179)",43.47867935329909,2003
"       (2003 YS179)",43.63136173351708,2003
"       (2003 YT179)",43.58791438124831,2003
"       (2003 YU179)",46.78691278675931,2003
"       (2003 YV179)",47.17126001190426,2003
"       (2003 YX179)",43.64348895590395,2003
"       (2003 YY179)",39.55304487461373,2003
"       (2003 YZ179)",43.18620664532709,2003
"       (2004 CM111)",33.95569573896999,2004
"       (2004 DG64)",43.02735311415111,2004
"       (2004 DH64)",46.60356839886106,2004
"       (2004 DK64)",43.65102257229275,2004
"       (2004 DL64)",45.35375195703457,2004
"       (2004 DM64)",44.38477059465394,2004
"       (2004 DN64)",43.81803285690081,2004
"       (2004 DK71)",44.3199692065452,2004
"       (2004 DL71)",44.2453442729438,2004
"       (2004 DM71)",43.34920233400639,2004
"       (2004 DF77)",43.38705330070554,2004
"       (2004 DG77)",44.03275946327224,2004
"       (2004 EO95)",43.74944733187471,2004
"       (2004 EP95)",43.86397746140193,2004
"       (2004 EQ95)",44.6566993,2004
"       (2004 ER95)",44.48249054739235,2004
"       (2004 ES95)",45.67848628812597,2004
"       (2004 ET95)",43.7851961,2004
"       (2004 EV95)",39.71350889573721,2004
"       (2004 EG96)",56.27474719896082,2004
"       (2004 EJ96)",39.90402717180169,2004
"       (2004 FU148)",39.87302256797054,2004
"       (2004 FW164)",39.88032244694105,2004
"       (2004 HX78)",39.69034456933958,2004
"       (2004 HY78)",39.64024631069618,2004
"       (2004 HZ78)",39.90874724421293,2004
"       (2004 HA79)",39.58073979670969,2004
"       (2004 HB79)",39.61249401403336,2004
"       (2004 HC79)",46.79329628357382,2004
"       (2004 HD79)",46.25275216043921,2004
"       (2004 HE79)",44.65310390874987,2004
"       (2004 HG79)",44.51817145107488,2004
"       (2004 HH79)",43.54402492068639,2004
"       (2004 HK79)",44.25425661877027,2004
"       (2004 HL79)",42.41847643699223,2004
"       (2004 HM79)",36.6738119889641,2004
"       (2004 HN79)",46.18075754292725,2004
"       (2004 HO79)",55.80462737116547,2004
"       (2004 HP79)",48.03559545884144,2004
"       (2004 HQ79)",64.20142559999627,2004
"       (2004 KV18)",30.37003232889036,2004
"       (2004 KZ18)",56.00623025286208,2004
"       (2004 KB19)",39.74044444667826,2004
"       (2004 KC19)",39.56540907669646,2004
"       (2004 KD19)",38.4872808056986,2004
"       (2004 KE19)",44.68365356805968,2004
"       (2004 KF19)",44.44446953028355,2004
"       (2004 KG19)",43.58433195275357,2004
"       (2004 KH19)",40.98133007676039,2004
"       (2004 KJ19)",47.3279873111195,2004
"       (2004 KK19)",42.6440030640923,2004
"       (2004 KL19)",48.11797219681388,2004
"       (2004 KM19)",48.17310122856912,2004
"       (2004 LV31)",44.00335193217147,2004
"       (2004 LW31)",46.66799558586951,2004
"       (2004 MS8)",39.44170867038508,2004
"       (2004 MT8)",43.21198334194968,2004
"       (2004 MU8)",44.93609469798412,2004
"       (2004 MV8)",47.32169749035811,2004
"       (2004 MW8)",33.47377471897867,2004
"       (2004 NN8)",97.21009657730761,2004
"       (2004 OL12)",43.63827776770685,2004
"       (2004 OJ14)",55.52232538127319,2004
"       (2004 OL14)",48.85452556852066,2004
"       (2004 OP15)",38.64596311905087,2004
"       (2004 OQ15)",43.72583881447354,2004
"       (2004 OS15)",55.86096275421377,2004
"       (2004 PS107)",48.00825980286544,2004
"       (2004 PU107)",44.99747477383768,2004
"       (2004 PV107)",44.74041017497696,2004
"       (2004 PW107)",43.56451689351821,2004
"       (2004 PX107)",43.64720778105691,2004
"       (2004 PY107)",44.23660664738166,2004
"       (2004 PZ107)",45.72956120320738,2004
"       (2004 PA108)",54.28226424664352,2004
"       (2004 PB108)",44.93053683172955,2004
"       (2004 PY111)",44.33593745851138,2004
"       (2004 PZ111)",43.62169576676573,2004
"       (2004 PA112)",38.80050857557411,2004
"       (2004 PC112)",44.34815831988388,2004
"       (2004 PD112)",65.11453928923301,2004
"       (2004 PE112)",45.90270890097407,2004
"       (2004 PF112)",44.92614478405133,2004
"       (2004 PT117)",43.00018091399401,2004
"       (2004 PU117)",42.82122037779575,2004
"       (2004 PV117)",46.10217969590526,2004
"       (2004 PW117)",43.62025592742948,2004
"       (2004 PX117)",44.26944308458754,2004
"       (2004 PY117)",40.04659322559927,2004
"       (2004 QE29)",40.82972503433283,2004
"       (2004 QG29)",48.44641937196388,2004
"       (2004 QH29)",50.67475845760705,2004
"       (2004 SC60)",43.42538031493069,2004
"       (2004 TE282)",34.3580015979525,2004
"       (2004 TF282)",80.01424362021443,2004
"       (2004 TT357)",54.96837706697811,2004
"       (2004 TU357)",48.05171196241201,2004
"       (2004 TV357)",47.5244118710249,2004
"       (2004 TW357)",39.51203277951106,2004
"       (2004 TX357)",36.45297688410678,2004
"       (2004 TB358)",43.80375059171442,2004
"       (2004 UD10)",42.66854997219979,2004
"       (2004 UE10)",39.4421108271065,2004
"       (2004 UF10)",39.40524153057971,2004
"       (2004 US10)",39.33229020957424,2004
"       (2004 UT10)",47.8493883534806,2004
"       (2004 UU10)",45.94804981596547,2004
"       (2004 UW10)",39.45259031505811,2004
"       (2004 VS75)",44.29231550019927,2004
"       (2004 VT75)",39.15082085652833,2004
"       (2004 VU75)",43.46945950816881,2004
"       (2004 VV75)",39.66917271650778,2004
"       (2004 VW75)",39.31778064332764,2004
"       (2004 VX75)",43.84091098392774,2004
"       (2004 VY75)",45.52701514840916,2004
"       (2004 VZ75)",39.37992528613395,2004
"       (2004 VA76)",43.93898613970833,2004
"       (2004 VK78)",47.47801827186409,2004
"       (2004 VL78)",39.27507584329672,2004
"       (2004 VM78)",44.35698147499354,2004
"       (2004 VN78)",39.34691311130315,2004
"       (2004 VU130)",61.88459690425381,2004
"       (2004 VV130)",39.30475721032685,2004
"       (2004 VX130)",39.27776035577665,2004
"       (2004 VY130)",39.16517323182317,2004
"       (2004 VZ130)",39.37122590722636,2004
"       (2004 VA131)",45.31493593135746,2004
"       (2004 VB131)",43.98641320196992,2004
"       (2004 VC131)",43.74564258207626,2004
"       (2004 VD131)",46.14167027694867,2004
"       (2004 VE131)",42.09517843402162,2004
"       (2004 VF131)",43.45408363952753,2004
"       (2004 VG131)",63.62761648773242,2004
"       (2004 VH131)",59.58990776231372,2004
"       (2004 VM131)",67.81313829585449,2004
"       (2004 XW186)",45.65630170293994,2004
"       (2004 XX186)",46.90411732974468,2004
"       (2004 XY186)",39.47120428875711,2004
"       (2004 XZ186)",39.6441507138687,2004
"       (2004 XR190)",57.39201657603744,2004
"       (2004 XX190)",45.06720773184308,2004
"       (2005 BV49)",43.80263403528848,2005
"       (2005 BW49)",44.20857964212573,2005
"       (2005 CA79)",47.93882644729274,2005
"       (2005 CD81)",39.36664490675789,2005
"       (2005 CE81)",42.87389622228694,2005
"       (2005 CF81)",36.62472694901138,2005
"       (2005 CG81)",54.18867023447815,2005
"       (2005 EE296)",44.303699256153,2005
"       (2005 EO296)",45.10369093372348,2005
"       (2005 EP296)",46.82949290868302,2005
"       (2005 EX297)",44.23991131524733,2005
"       (2005 EK298)",39.55142071364359,2005
"       (2005 EB299)",52.75124980395175,2005
"       (2005 ED300)",43.92239672333152,2005
"       (2005 EJ300)",43.12002471193522,2005
"       (2005 EZ300)",39.85400686937665,2005
"       (2005 EN302)",45.2756884349721,2005
"       (2005 EM303)",43.87744530347102,2005
"       (2005 EF304)",88.1206106590587,2005
"       (2005 EO304)",45.9828729597378,2005
"       (2005 EH305)",44.05566840259802,2005
"       (2005 EB318)",45.38996327059808,2005
"       (2005 EC318)",43.944032813543,2005
"       (2005 ER318)",36.75351757135362,2005
"       (2005 EW318)",44.72259352350786,2005
"       (2005 EX318)",39.82374847454226,2005
"       (2005 GW186)",43.21039258443019,2005
